date,sum,count,median,A
2018-09-14 22:07:12,1055.6,232,862.9,0.2233167226793371
2018-09-19 22:07:12,870.4,193,862.9,0.00869162127708889
2018-09-24 22:07:12,1293.61,284,862.9,0.49914242670066056
2018-09-29 22:07:12,1083.71,238,862.9,0.2558929192258663
2018-10-04 22:07:12,879.9,194,862.9,0.019701008228068195
2018-10-09 22:07:12,847.1,182,862.9,-0.018310348823733835
2018-10-14 22:07:12,1182.2,256,862.9,0.3700312898365976
2018-10-19 22:07:12,886.9,195,862.9,0.027813188086684537
2018-10-24 22:07:12,1359.4,296,862.9,0.5753853285432844
2018-10-29 22:07:12,984.01,216,862.9,0.1403523003824314
2018-11-03 22:07:12,816.8,180,862.9,-0.05342449878317301
2018-11-08 22:07:12,881.1,194,862.9,0.021091667632402444
2018-11-13 22:07:12,1064.0,233,862.9,0.23305133850967663
2018-11-18 22:07:12,756.59,168,862.9,-0.12320083439564256
2018-11-23 22:07:12,834.8,182,862.9,-0.03256460771815972
2018-11-28 22:07:12,918.12,202,862.9,0.0639935102561131
2018-12-03 22:07:12,1557.37,336,862.9,0.8048093637733225
2018-12-08 22:07:12,881.9,194,862.9,0.02201877390195861
2018-12-13 22:07:12,851.4,187,862.9,-0.01332715262486961
2018-12-18 22:07:12,1091.5,240,862.9,0.26492061652566923
2018-12-23 22:07:12,1005.2,222,862.9,0.16490902769729998
2018-12-28 22:07:12,907.6,201,862.9,0.05180206281144972
2019-01-02 22:07:12,1055.8,232,862.9,0.22354849924672604
2019-01-07 22:07:12,846.1,186,862.9,-0.019469231660679043
2019-01-12 22:07:12,0.0,0,862.9,-1.0
