date,pdf
1969-07-17 07:32:12,0.0034998695748755387
1969-07-17 06:32:12,0.004774715061946812
1969-07-17 05:32:12,0.0009767044481656516
1969-07-17 04:32:12,0.0014493984047528048
1969-07-17 03:32:12,0.0020997205837274186
1969-07-17 02:32:12,0.0007945622672915166
1969-07-17 01:32:12,0.0011933905343480976
1969-07-17 00:32:12,0.0017497671531061822
1969-07-16 23:32:12,0.0009767044481656516
1969-07-16 22:32:12,0.0014493984047528048
1969-07-16 21:32:12,0.0025045686701323784
1969-07-16 20:32:12,0.0034998695748755387
1969-07-16 19:32:12,0.0034998695748755387
1969-07-16 18:32:12,0.0025045686701323784
1969-07-16 17:32:12,0.0002586165140162534
1969-07-16 16:32:12,0.00041258265186526916
1969-07-16 15:32:12,0.0007945622672915166
1969-07-16 14:32:12,0.0011933905343480976
1969-07-16 13:32:12,0.0005164205676031724
1969-07-16 12:32:12,0.0007945622672915166
1969-07-16 11:32:12,0.0006425031810982614
1969-07-16 10:32:12,0.00032763916471653724
1969-07-16 09:32:12,0.00041258265186526916
1969-07-16 08:32:12,0.0005164205676031724
1969-07-16 07:32:12,0.00032763916471653724
1969-07-16 06:32:12,0.00041258265186526916
1969-07-16 05:32:12,0.00032763916471653724
1969-07-16 04:32:12,0.00020290391392232648
1969-07-16 03:32:12,9.449653120756139e-05
1969-07-16 02:32:12,0.0001582327604593209
1969-07-16 01:32:12,0.00032763916471653724
1969-07-16 00:32:12,0.00032763916471653724
1969-07-15 23:32:12,0.00032763916471653724
1969-07-15 22:32:12,0.00032763916471653724
1969-07-15 21:32:12,0.0002586165140162534
1969-07-15 20:32:12,0.0011933905343480976
1969-07-15 19:32:12,0.0009767044481656516
1969-07-15 18:32:12,0.0009767044481656516
1969-07-15 17:32:12,0.005527001357880554
1969-07-15 16:32:12,0.006359594511151022
1969-07-15 15:32:12,0.004774715061946812
1969-07-15 14:32:12,0.005527001357880554
1969-07-15 13:32:12,0.004100170828818592
1969-07-15 12:32:12,0.004100170828818592
1969-07-15 11:32:12,0.0025045686701323784
1969-07-15 10:32:12,0.0017497671531061822
1969-07-15 09:32:12,0.0025045686701323784
1969-07-15 08:32:12,0.00041258265186526916
1969-07-15 07:32:12,0.0006425031810982614
1969-07-15 06:32:12,0.0006425031810982614
1969-07-15 05:32:12,0.00032763916471653724
1969-07-15 04:32:12,0.00020290391392232648
1969-07-15 03:32:12,0.0005164205676031724
1969-07-15 02:32:12,0.0001582327604593209
1969-07-15 01:32:12,0.00012265131961529372
1969-07-15 00:32:12,0.00020290391392232648
1969-07-14 23:32:12,0.0007945622672915166
1969-07-14 22:32:12,0.0011933905343480976
1969-07-14 21:32:12,0.0014493984047528048
1969-07-14 20:32:12,0.0010758326608153
1969-07-14 19:32:12,0.0015878484016247146
1969-07-14 18:32:12,0.0015878484016247146
1969-07-14 17:32:12,0.0059229656342660265
1969-07-14 16:32:12,0.004418393042398543
1969-07-14 15:32:12,0.0059229656342660265
1969-07-14 14:32:12,0.004418393042398543
1969-07-14 13:32:12,0.004418393042398543
1969-07-14 12:32:12,0.004100170828818592
1969-07-14 11:32:12,0.013016043243791213
1969-07-14 10:32:12,0.013016043243791213
1969-07-14 09:32:12,0.014362530475907546
1969-07-14 08:32:12,0.005527001357880554
1969-07-14 07:32:12,0.005527001357880554
1969-07-14 06:32:12,0.004774715061946812
1969-07-14 05:32:12,0.005527001357880554
1969-07-14 04:32:12,0.004774715061946812
1969-07-14 03:32:12,0.0029695863059550024
1969-07-14 02:32:12,0.0020997205837274186
1969-07-14 01:32:12,0.0017497671531061822
1969-07-14 00:32:12,0.0025045686701323784
1969-07-13 23:32:12,0.0017497671531061822
1969-07-13 22:32:12,0.0025045686701323784
1969-07-13 21:32:12,0.0029695863059550024
1969-07-13 20:32:12,0.0034998695748755387
1969-07-13 19:32:12,0.0014493984047528048
1969-07-13 18:32:12,0.0017497671531061822
1969-07-13 17:32:12,0.0014493984047528048
1969-07-13 16:32:12,0.0014493984047528048
1969-07-13 15:32:12,0.0009767044481656516
1969-07-13 14:32:12,0.0009767044481656516
1969-07-13 13:32:12,0.0017497671531061822
1969-07-13 12:32:12,0.0017497671531061822
1969-07-13 11:32:12,0.0020997205837274186
1969-07-13 10:32:12,0.004774715061946812
1969-07-13 09:32:12,0.0034998695748755387
1969-07-13 08:32:12,0.0029695863059550024
1969-07-13 07:32:12,0.0011933905343480976
1969-07-13 06:32:12,0.0009767044481656516
1969-07-13 05:32:12,0.0017497671531061822
1969-07-13 04:32:12,0.0020997205837274186
1969-07-13 03:32:12,0.0025045686701323784
1969-07-13 02:32:12,0.004774715061946812
1969-07-13 01:32:12,0.0025045686701323784
1969-07-13 00:32:12,0.0034998695748755387
1969-07-12 23:32:12,0.0029695863059550024
1969-07-12 22:32:12,0.0034998695748755387
1969-07-12 21:32:12,0.0034998695748755387
1969-07-12 20:32:12,0.0014493984047528048
1969-07-12 19:32:12,0.0011933905343480976
1969-07-12 18:32:12,0.0011933905343480976
1969-07-12 17:32:12,0.009346437951589633
1969-07-12 16:32:12,0.006359594511151022
1969-07-12 15:32:12,0.010499954027893416
1969-07-12 14:32:12,0.006359594511151022
1969-07-12 13:32:12,0.009346437951589633
1969-07-12 12:32:12,0.008270022344805433
1969-07-12 11:32:12,0.009346437951589633
1969-07-12 10:32:12,0.006359594511151022
1969-07-12 09:32:12,0.009346437951589633
1969-07-12 08:32:12,0.005527001357880554
1969-07-12 07:32:12,0.0034998695748755387
1969-07-12 06:32:12,0.004774715061946812
1969-07-12 05:32:12,0.0009767044481656516
1969-07-12 04:32:12,0.0014493984047528048
1969-07-12 03:32:12,0.0020997205837274186
1969-07-12 02:32:12,0.0007945622672915166
1969-07-12 01:32:12,0.0011933905343480976
1969-07-12 00:32:12,0.0017497671531061822
1969-07-11 23:32:12,0.0009767044481656516
1969-07-11 22:32:12,0.0014493984047528048
1969-07-11 21:32:12,0.0025045686701323784
1969-07-11 20:32:12,0.0034998695748755387
1969-07-11 19:32:12,0.0034998695748755387
1969-07-11 18:32:12,0.0025045686701323784
1969-07-11 17:32:12,0.0002586165140162534
1969-07-11 16:32:12,0.00041258265186526916
1969-07-11 15:32:12,0.0007945622672915166
1969-07-11 14:32:12,0.0011933905343480976
1969-07-11 13:32:12,0.0005164205676031724
1969-07-11 12:32:12,0.0007945622672915166
1969-07-11 11:32:12,0.0006425031810982614
1969-07-11 10:32:12,0.00032763916471653724
1969-07-11 09:32:12,0.00041258265186526916
1969-07-11 08:32:12,0.0005164205676031724
1969-07-11 07:32:12,0.00032763916471653724
1969-07-11 06:32:12,0.00041258265186526916
1969-07-11 05:32:12,0.00032763916471653724
1969-07-11 04:32:12,0.00020290391392232648
1969-07-11 03:32:12,9.449653120756139e-05
1969-07-11 02:32:12,0.0001582327604593209
1969-07-11 01:32:12,0.00032763916471653724
1969-07-11 00:32:12,0.00032763916471653724
1969-07-10 23:32:12,0.00041258265186526916
1969-07-10 22:32:12,0.00041258265186526916
1969-07-10 21:32:12,0.00032763916471653724
1969-07-10 20:32:12,0.0014493984047528048
1969-07-10 19:32:12,0.0014493984047528048
1969-07-10 18:32:12,0.0009767044481656516
1969-07-10 17:32:12,0.007273913210837271
1969-07-10 16:32:12,0.008270022344805433
1969-07-10 15:32:12,0.006359594511151022
1969-07-10 14:32:12,0.005527001357880554
1969-07-10 13:32:12,0.004100170828818592
1969-07-10 12:32:12,0.0034998695748755387
1969-07-10 11:32:12,0.0025045686701323784
1969-07-10 10:32:12,0.0014493984047528048
1969-07-10 09:32:12,0.0020997205837274186
1969-07-10 08:32:12,0.00032763916471653724
1969-07-10 07:32:12,0.00041258265186526916
1969-07-10 06:32:12,0.00041258265186526916
1969-07-10 05:32:12,0.0002586165140162534
1969-07-10 04:32:12,0.0001582327604593209
